adhesome_gene,corr,tissue,study
NF2,-0.568955655,Bladder,GTEx
RNF185,0.00934126,Bladder,GTEx
MYH9,0.296499221,Bladder,GTEx
SH3BP1,0.484940294,Bladder,GTEx
TRIOBP,0.03387839,Bladder,GTEx
CSNK1E,0.776355758,Bladder,GTEx
PARVB,-0.712113451,Bladder,GTEx
SH3KBP1,0.171470554,Bladder,GTEx
SMPX,-0.087563661,Bladder,GTEx
MSN,-0.562584292,Bladder,GTEx
ARHGEF6,0.746252954,Bladder,GTEx
FLNA,-0.230180915,Bladder,GTEx
ITGA8,-0.099565113,Uterus,TCGA
ITGA9,-0.167276211,Uterus,TCGA
ITGA1,0.036046069,Uterus,TCGA
ITGA2,0.248069637,Uterus,TCGA
ITGA3,0.113517954,Uterus,TCGA
ITGA4,0.018479292,Uterus,TCGA
ITGA5,-0.213134079,Uterus,TCGA
ITGA6,0.231120512,Uterus,TCGA
ITGA7,0.013980637,Uterus,TCGA
ITGAX,0.240638778,Uterus,TCGA
ITGAV,0.078148585,Uterus,TCGA
ITGAL,0.074064144,Uterus,TCGA
ITGAM,0.041071508,Uterus,TCGA
ITGAD,-0.056210791,Uterus,TCGA
ITGAE,-0.144632845,Uterus,TCGA
PTPN12,0.195095591,Uterus,TCGA
PTPN11,0.01427046,Uterus,TCGA
PTPN14,-5.64E-05,Uterus,TCGA
SH3KBP1,-0.218660499,Uterus,TCGA
SORBS1,0.166706919,Uterus,TCGA
SORBS3,-0.166081839,Uterus,TCGA
SORBS2,0.279476321,Uterus,TCGA
ADAM10,0.36859023,Uterus,TCGA
ADAM12,-0.201962159,Uterus,TCGA
NDEL1,0.094498443,Uterus,TCGA
ABI2,0.302925222,Uterus,TCGA
ABI3,0.055479538,Uterus,TCGA
ABI1,0.139830697,Uterus,TCGA
SRCIN1,0.251872646,Uterus,TCGA
RASA1,0.180755167,Uterus,TCGA
ACTN4,0.249921262,Uterus,TCGA
EZR,0.272798188,Uterus,TCGA
SIPA1L3,0.304358275,Uterus,TCGA
PPFIA1,0.136622768,Uterus,TCGA
RAPGEF1,0.017156884,Uterus,TCGA
RAPGEF2,0.177147604,Uterus,TCGA
TUBA1B,-0.128603645,Uterus,TCGA
CALR,-0.167369305,Uterus,TCGA
PFN1,-0.142135519,Uterus,TCGA
SSX2IP,0.233665921,Uterus,TCGA
CYTH2,0.004946205,Uterus,TCGA
CDH20,0.071684271,Uterus,TCGA
CDH24,0.119661781,Uterus,TCGA
FAT1,0.021649457,Uterus,TCGA
SOS1,0.12198173,Uterus,TCGA
CBLL1,0.080691501,Uterus,TCGA
KRIT1,0.194235146,Uterus,TCGA
SCRIB,-0.099977014,Uterus,TCGA
LYN,0.067195712,Uterus,TCGA
VAV1,0.111681315,Uterus,TCGA
VAV3,0.184048481,Uterus,TCGA
VAV2,0.111968633,Uterus,TCGA
FERMT2,-0.090393593,Uterus,TCGA
FERMT3,0.087130364,Uterus,TCGA
FERMT1,0.022857449,Uterus,TCGA
CRKL,-0.164267995,Uterus,TCGA
NRP1,-0.09929457,Uterus,TCGA
NRP2,-0.014661383,Uterus,TCGA
AGAP2,-0.061483051,Uterus,TCGA
ROCK1,0.148054907,Uterus,TCGA
PLD1,-0.186800683,Uterus,TCGA
DOCK1,0.061885762,Uterus,TCGA
ITGB1,0.147023088,Uterus,TCGA
ITGB3,0.106027821,Uterus,TCGA
ITGB2,0.083281019,Uterus,TCGA
ITGB5,-0.008378622,Uterus,TCGA
ITGB4,0.195599742,Uterus,TCGA
ITGB7,0.166312233,Uterus,TCGA
ITGB6,0.254090158,Uterus,TCGA
ITGB8,0.27541265,Uterus,TCGA
ITGA10,-0.032935631,Uterus,TCGA
ITGA11,0.170671424,Uterus,TCGA
LRP1,-0.106760001,Uterus,TCGA
SIRPA,0.096823712,Uterus,TCGA
TGFB1I1,-0.141919316,Uterus,TCGA
SHARPIN,-0.150172794,Uterus,TCGA
CAPZA1,0.152293615,Uterus,TCGA
LIN7A,0.016675614,Uterus,TCGA
PVR,-0.049570981,Uterus,TCGA
MAPK1,0.067092341,Uterus,TCGA
MAPK8,0.064707062,Uterus,TCGA
NEDD9,0.014170523,Uterus,TCGA
DIAPH1,0.104973382,Uterus,TCGA
PARD3,-0.188260475,Uterus,TCGA
CDH11,-0.075603487,Uterus,TCGA
CDH10,0.015013949,Uterus,TCGA
CDH12,0.163838984,Uterus,TCGA
CDH15,-0.096077575,Uterus,TCGA
CDH19,-0.138632995,Uterus,TCGA
CDH18,-0.068338118,Uterus,TCGA
ABL1,-0.00096712,Uterus,TCGA
VEZT,0.064299677,Uterus,TCGA
ADAM9,0.051546602,Uterus,TCGA
PRKD1,0.133023081,Uterus,TCGA
LAYN,-0.169495976,Uterus,TCGA
HEG1,0.143617302,Uterus,TCGA
FHL2,0.207120772,Uterus,TCGA
FLNA,0.019297275,Uterus,TCGA
CTNNA1,0.125348072,Uterus,TCGA
CTNNA2,0.020630252,Uterus,TCGA
CTNNA3,0.217983354,Uterus,TCGA
SYNM,0.021752089,Uterus,TCGA
GAB1,0.136154343,Uterus,TCGA
ASAP2,0.359297997,Uterus,TCGA
ASAP3,-0.222287546,Uterus,TCGA
ARHGAP21,0.081158964,Uterus,TCGA
ARHGAP26,0.158223162,Uterus,TCGA
ARHGAP24,-0.129170031,Uterus,TCGA
PKD1,-0.035287383,Uterus,TCGA
PRKACA,-0.209125649,Uterus,TCGA
GNA12,-0.02903366,Uterus,TCGA
RAP1A,0.1359777,Uterus,TCGA
INSR,-0.12834793,Uterus,TCGA
SPTBN1,0.198200167,Uterus,TCGA
ACTN1,0.049702739,Uterus,TCGA
TRIP6,-0.066048934,Uterus,TCGA
CAV1,-0.054649804,Uterus,TCGA
SVIL,-0.157891279,Uterus,TCGA
MET,-0.029064449,Uterus,TCGA
CASS4,0.19340513,Uterus,TCGA
CDH8,-0.050586898,Uterus,TCGA
HSPB1,-0.14021856,Uterus,TCGA
AJAP1,0.015557216,Uterus,TCGA
PRNP,0.055367297,Uterus,TCGA
PEAK1,0.278361061,Uterus,TCGA
LPXN,0.157112505,Uterus,TCGA
LIMS2,0.20696547,Uterus,TCGA
LIMS1,0.172019399,Uterus,TCGA
ARHGEF2,-0.061018858,Uterus,TCGA
CDH2,0.072087293,Uterus,TCGA
ACTB,-0.077439616,Uterus,TCGA
STARD13,-0.048702245,Uterus,TCGA
JUP,0.123523101,Uterus,TCGA
CTNND2,0.233126522,Uterus,TCGA
CTNND1,0.061476437,Uterus,TCGA
TESK1,0.088566504,Uterus,TCGA
TRPM7,0.218094646,Uterus,TCGA
LIMK1,0.120260421,Uterus,TCGA
FER,0.177360402,Uterus,TCGA
MAPK8IP3,0.083111052,Uterus,TCGA
DLG1,0.017874584,Uterus,TCGA
SPTLC1,0.235677132,Uterus,TCGA
KCNH2,0.065980244,Uterus,TCGA
CIB2,0.166324699,Uterus,TCGA
CIB1,0.213515739,Uterus,TCGA
PTPN2,0.015916156,Uterus,TCGA
PTPN1,0.104535586,Uterus,TCGA
PTPN6,0.160333266,Uterus,TCGA
OSTF1,0.071224302,Uterus,TCGA
DLG5,0.052957982,Uterus,TCGA
INPP5D,0.20291725,Uterus,TCGA
PXN,-0.017348626,Uterus,TCGA
THY1,-0.072730388,Uterus,TCGA
MMP14,-0.167661607,Uterus,TCGA
HRAS,-0.200080727,Uterus,TCGA
FLNB,-0.004759186,Uterus,TCGA
CDH22,0.009178098,Uterus,TCGA
LPP,0.234728374,Uterus,TCGA
PSEN1,0.089873884,Uterus,TCGA
NUMB,0.131659252,Uterus,TCGA
HAX1,-0.303564495,Uterus,TCGA
GIT1,-0.140807259,Uterus,TCGA
GIT2,0.009115784,Uterus,TCGA
DEF6,-0.025012857,Uterus,TCGA
RHOU,0.043747709,Uterus,TCGA
RHOA,-0.014566452,Uterus,TCGA
CTTN,0.112896439,Uterus,TCGA
ENG,-0.069760004,Uterus,TCGA
TLN1,0.149350107,Uterus,TCGA
SDC1,-0.06895755,Uterus,TCGA
SDC4,0.199588787,Uterus,TCGA
EXOC3,-0.145005898,Uterus,TCGA
ANK3,0.127842623,Uterus,TCGA
SSH1,0.032560832,Uterus,TCGA
RAVER1,0.126321805,Uterus,TCGA
CBL,-0.007762684,Uterus,TCGA
NCK2,-0.030578517,Uterus,TCGA
MPP7,0.256286876,Uterus,TCGA
CORO2A,0.165884987,Uterus,TCGA
CSNK2A1,0.058614906,Uterus,TCGA
ITGB1BP1,0.102700159,Uterus,TCGA
RAC1,-0.090015123,Uterus,TCGA
VCL,0.198265407,Uterus,TCGA
ILKAP,-0.015347221,Uterus,TCGA
DBN1,-0.034491033,Uterus,TCGA
ZFYVE21,-0.010584133,Uterus,TCGA
PTK2,0.192232562,Uterus,TCGA
ITGB3BP,-0.065110878,Uterus,TCGA
FBLIM1,-0.008835988,Uterus,TCGA
RNF5,-0.276545947,Uterus,TCGA
ACTR3,0.109603107,Uterus,TCGA
NUDT16L1,0.144140381,Uterus,TCGA
NISCH,-0.013568525,Uterus,TCGA
CRK,-0.01749718,Uterus,TCGA
CSNK1E,-0.283967555,Uterus,TCGA
SRC,0.095922698,Uterus,TCGA
TNS1,0.079381823,Uterus,TCGA
TJP2,0.241102592,Uterus,TCGA
TJP1,0.478847576,Uterus,TCGA
SLC3A2,0.068845927,Uterus,TCGA
FSCN1,-0.250064633,Uterus,TCGA
CD151,0.050116342,Uterus,TCGA
IRS1,0.165170946,Uterus,TCGA
TRPV4,-0.098336661,Uterus,TCGA
SDCBP,0.087564517,Uterus,TCGA
ARHGEF12,0.158590281,Uterus,TCGA
MYOM1,0.132215694,Uterus,TCGA
CORO1B,-0.057174491,Uterus,TCGA
WASF2,-0.108163756,Uterus,TCGA
CTNNB1,0.049952982,Uterus,TCGA
FABP3,-0.157198526,Uterus,TCGA
MACF1,0.253322,Uterus,TCGA
MSN,-0.018026075,Uterus,TCGA
CDC42,-0.234227883,Uterus,TCGA
TRIO,-0.119740718,Uterus,TCGA
SLC16A3,-0.13420224,Uterus,TCGA
ARHGAP32,0.08783576,Uterus,TCGA
ARHGAP35,-0.024964167,Uterus,TCGA
TES,0.101358773,Uterus,TCGA
MARCKS,-0.134519352,Uterus,TCGA
LMO7,0.102131904,Uterus,TCGA
NME1,-0.149062335,Uterus,TCGA
EPB41,0.068143062,Uterus,TCGA
TIAM1,0.150156935,Uterus,TCGA
PDZD2,0.184289939,Uterus,TCGA
NF2,-0.141552769,Uterus,TCGA
LASP1,0.032415302,Uterus,TCGA
TRPC4,0.112898608,Uterus,TCGA
DYNC1H1,-0.152420343,Uterus,TCGA
LIMA1,0.083543816,Uterus,TCGA
CASP3,0.074356754,Uterus,TCGA
CASP8,0.213115407,Uterus,TCGA
AKT1,-0.018476383,Uterus,TCGA
PKP4,0.203953338,Uterus,TCGA
ELMO1,0.111901687,Uterus,TCGA
SMPX,-0.149514215,Uterus,TCGA
ANKRD28,0.281698008,Uterus,TCGA
PLCG1,-0.01513112,Uterus,TCGA
INPPL1,-0.076163937,Uterus,TCGA
EGFR,-0.002325029,Uterus,TCGA
ARHGEF6,0.047028234,Uterus,TCGA
ARHGEF7,-0.010642955,Uterus,TCGA
CDH9,-0.245923448,Uterus,TCGA
CDH1,0.214621865,Uterus,TCGA
CDH3,0.281387168,Uterus,TCGA
CDH5,-0.028057868,Uterus,TCGA
CDH4,0.242736424,Uterus,TCGA
CDH7,0.061184272,Uterus,TCGA
CDH6,0.123379595,Uterus,TCGA
RACGAP1,-0.182136822,Uterus,TCGA
KEAP1,-0.03909398,Uterus,TCGA
NEXN,0.053386057,Uterus,TCGA
ENAH,0.029843747,Uterus,TCGA
ECT2,0.010729292,Uterus,TCGA
PLEC,-0.079095873,Uterus,TCGA
MYO7A,0.111388504,Uterus,TCGA
CSRP1,0.200844748,Uterus,TCGA
BCAR1,0.063903696,Uterus,TCGA
BCAR3,0.157600488,Uterus,TCGA
DNM2,-0.051628207,Uterus,TCGA
CFL1,0.04491335,Uterus,TCGA
PLAUR,-0.05305397,Uterus,TCGA
AKAP5,0.194740019,Uterus,TCGA
SHC1,0.018987576,Uterus,TCGA
PTEN,0.134713589,Uterus,TCGA
KTN1,0.082941986,Uterus,TCGA
PTPRU,-0.021875653,Uterus,TCGA
PTPRT,0.037368971,Uterus,TCGA
PTPRF,0.158416501,Uterus,TCGA
PTPRA,0.023105088,Uterus,TCGA
PTPRO,0.106506097,Uterus,TCGA
PTPRM,-0.026571687,Uterus,TCGA
PTPRK,0.21695661,Uterus,TCGA
PTPRJ,0.275938418,Uterus,TCGA
PTPRH,-0.180828022,Uterus,TCGA
VIM,-0.317085971,Uterus,TCGA
RDX,0.023879098,Uterus,TCGA
WASL,0.15164931,Uterus,TCGA
PIK3CA,-0.20971011,Uterus,TCGA
ARF1,0.105507392,Uterus,TCGA
ARF6,0.119811688,Uterus,TCGA
CLIP1,0.239960645,Uterus,TCGA
CD47,0.165699198,Uterus,TCGA
PAK1,0.023760929,Uterus,TCGA
FYN,0.042952082,Uterus,TCGA
ARHGAP5,0.193084008,Uterus,TCGA
GRB2,0.126267647,Uterus,TCGA
GRB7,0.230298692,Uterus,TCGA
ACP1,0.162526273,Uterus,TCGA
PRKCA,0.126786832,Uterus,TCGA
PRKCD,0.130092117,Uterus,TCGA
SYK,0.281107043,Uterus,TCGA
ILK,-0.138837455,Uterus,TCGA
PLEKHA7,0.328830779,Uterus,TCGA
MYH10,0.032224856,Uterus,TCGA
CGNL1,0.235012946,Uterus,TCGA
SLC9A1,-0.111723451,Uterus,TCGA
MYO6,0.243906918,Uterus,TCGA
PABPC1,0.007067499,Uterus,TCGA
DLC1,-0.240765405,Uterus,TCGA
SH2B1,0.092043281,Uterus,TCGA
WIPF2,0.236827324,Uterus,TCGA
PPM1F,-0.343348324,Uterus,TCGA
PPM1M,-0.000891961,Uterus,TCGA
ZYX,0.034053108,Uterus,TCGA
PPP2CA,0.020383428,Uterus,TCGA
ARPC2,-0.024816048,Uterus,TCGA
ARHGAP12,0.262038143,Uterus,TCGA
PALLD,0.011763764,Uterus,TCGA
PDPK1,0.244293895,Uterus,TCGA
PTK2B,0.232948017,Uterus,TCGA
IQGAP1,0.271421588,Uterus,TCGA
RNF185,0.055074138,Uterus,TCGA
PARVA,-0.021875313,Uterus,TCGA
TRIOBP,-0.125572304,Uterus,TCGA
CSK,0.120438485,Uterus,TCGA
SH3BP1,-0.119638864,Uterus,TCGA
MAGI1,0.206967691,Uterus,TCGA
TSPAN1,0.233342275,Uterus,TCGA
HSPA2,0.247395066,Uterus,TCGA
SHROOM3,0.090719488,Uterus,TCGA
VASP,0.023110945,Uterus,TCGA
CEACAM1,0.181676863,Uterus,TCGA
ADD1,0.005123988,Uterus,TCGA
LDB3,0.130244963,Uterus,TCGA
MYH9,0.179186251,Uterus,TCGA
PIP5K1C,-0.017046082,Uterus,TCGA
CAPN2,0.130077367,Uterus,TCGA
CAPN1,0.224275323,Uterus,TCGA
PARVB,-0.184575797,Uterus,TCGA
ARVCF,-0.128474841,Uterus,TCGA
STAT3,0.219262465,Uterus,TCGA
PDE4D,0.00073696,Uterus,TCGA
CD2AP,0.215707776,Uterus,TCGA
ITGA8,0.11065072,Thyroid,TCGA
ITGA9,0.073782933,Thyroid,TCGA
ITGA1,0.132754907,Thyroid,TCGA
ITGA2,0.039964427,Thyroid,TCGA
ITGA3,0.00220518,Thyroid,TCGA
ITGA4,0.107000009,Thyroid,TCGA
ITGA5,-0.020345025,Thyroid,TCGA
ITGA6,-0.01540084,Thyroid,TCGA
ITGA7,0.240006772,Thyroid,TCGA
ITGAX,0.145761535,Thyroid,TCGA
ITGAV,0.036273718,Thyroid,TCGA
ITGAL,-0.018785413,Thyroid,TCGA
ITGAM,-0.0256222,Thyroid,TCGA
ITGAD,0.023546168,Thyroid,TCGA
ITGAE,0.002820906,Thyroid,TCGA
PTPN12,0.2344735,Thyroid,TCGA
PTPN11,-0.021127286,Thyroid,TCGA
PTPN14,0.081487439,Thyroid,TCGA
SH3KBP1,-0.085995261,Thyroid,TCGA
SORBS1,0.156521905,Thyroid,TCGA
SORBS3,0.08848375,Thyroid,TCGA
SORBS2,-0.004713341,Thyroid,TCGA
ADAM10,0.068140064,Thyroid,TCGA
ADAM12,0.00625844,Thyroid,TCGA
NDEL1,0.165010008,Thyroid,TCGA
ABI2,0.233492194,Thyroid,TCGA
ABI3,-0.045416814,Thyroid,TCGA
ABI1,0.122547772,Thyroid,TCGA
SRCIN1,0.192714453,Thyroid,TCGA
RASA1,0.137280934,Thyroid,TCGA
ACTN4,0.093953357,Thyroid,TCGA
EZR,-0.088425608,Thyroid,TCGA
SIPA1L3,0.023177384,Thyroid,TCGA
PPFIA1,0.158361935,Thyroid,TCGA
RAPGEF1,0.013130161,Thyroid,TCGA
RAPGEF2,0.140770358,Thyroid,TCGA
TUBA1B,-0.052618956,Thyroid,TCGA
CALR,-0.09022055,Thyroid,TCGA
PFN1,-0.087766593,Thyroid,TCGA
SSX2IP,0.08099973,Thyroid,TCGA
CYTH2,0.466219812,Thyroid,TCGA
CDH20,0.080429555,Thyroid,TCGA
CDH24,0.226078799,Thyroid,TCGA
FAT1,-0.013862435,Thyroid,TCGA
SOS1,0.228893118,Thyroid,TCGA
CBLL1,0.07921699,Thyroid,TCGA
KRIT1,0.432961004,Thyroid,TCGA
SCRIB,0.158901079,Thyroid,TCGA
LYN,-0.023654786,Thyroid,TCGA
VAV1,-0.03474041,Thyroid,TCGA
VAV3,0.186977835,Thyroid,TCGA
VAV2,0.081169121,Thyroid,TCGA
FERMT2,0.228343999,Thyroid,TCGA
FERMT3,-0.047872144,Thyroid,TCGA
FERMT1,-0.080597293,Thyroid,TCGA
CRKL,0.123580072,Thyroid,TCGA
NRP1,0.048741509,Thyroid,TCGA
NRP2,0.028256716,Thyroid,TCGA
AGAP2,-0.01948137,Thyroid,TCGA
ROCK1,0.122073115,Thyroid,TCGA
PLD1,0.03086414,Thyroid,TCGA
DOCK1,0.149034492,Thyroid,TCGA
ITGB1,0.029374915,Thyroid,TCGA
ITGB3,0.098587533,Thyroid,TCGA
ITGB2,-0.075423301,Thyroid,TCGA
ITGB5,-0.143953673,Thyroid,TCGA
ITGB4,-0.039738638,Thyroid,TCGA
ITGB7,-0.037075509,Thyroid,TCGA
ITGB6,-0.044915445,Thyroid,TCGA
ITGB8,0.102045905,Thyroid,TCGA
ITGA10,0.298556973,Thyroid,TCGA
ITGA11,-0.077881034,Thyroid,TCGA
LRP1,0.003906449,Thyroid,TCGA
SIRPA,0.003209937,Thyroid,TCGA
TGFB1I1,0.079232752,Thyroid,TCGA
SHARPIN,-0.050547529,Thyroid,TCGA
CAPZA1,-0.015040084,Thyroid,TCGA
LIN7A,0.092319844,Thyroid,TCGA
PVR,-0.079539025,Thyroid,TCGA
MAPK1,-0.041008857,Thyroid,TCGA
MAPK8,0.340931993,Thyroid,TCGA
NEDD9,-0.019797276,Thyroid,TCGA
DIAPH1,-0.110702432,Thyroid,TCGA
PARD3,-0.034996839,Thyroid,TCGA
CDH11,0.006876775,Thyroid,TCGA
CDH10,-0.112433186,Thyroid,TCGA
CDH12,0.052835562,Thyroid,TCGA
CDH15,-0.037029968,Thyroid,TCGA
CDH19,0.06386007,Thyroid,TCGA
CDH18,-0.175888742,Thyroid,TCGA
ABL1,0.153732349,Thyroid,TCGA
VEZT,0.225064991,Thyroid,TCGA
ADAM9,-0.017063187,Thyroid,TCGA
PRKD1,0.073506395,Thyroid,TCGA
LAYN,0.013831741,Thyroid,TCGA
HEG1,0.086333981,Thyroid,TCGA
FHL2,-0.164553014,Thyroid,TCGA
FLNA,-0.023474004,Thyroid,TCGA
CTNNA1,-0.021488919,Thyroid,TCGA
CTNNA2,-0.051729033,Thyroid,TCGA
CTNNA3,-0.026996977,Thyroid,TCGA
SYNM,0.023803597,Thyroid,TCGA
GAB1,0.293726267,Thyroid,TCGA
ASAP2,0.134796583,Thyroid,TCGA
ASAP3,0.049171323,Thyroid,TCGA
ARHGAP21,0.134130037,Thyroid,TCGA
ARHGAP26,0.088705721,Thyroid,TCGA
ARHGAP24,0.02754667,Thyroid,TCGA
PKD1,0.415418677,Thyroid,TCGA
PRKACA,0.089945024,Thyroid,TCGA
GNA12,-0.135536976,Thyroid,TCGA
RAP1A,0.01870091,Thyroid,TCGA
INSR,0.039294101,Thyroid,TCGA
SPTBN1,-0.009810864,Thyroid,TCGA
ACTN1,0.053808758,Thyroid,TCGA
TRIP6,-0.033753785,Thyroid,TCGA
CAV1,0.064746602,Thyroid,TCGA
SVIL,0.127504809,Thyroid,TCGA
MET,0.026242262,Thyroid,TCGA
CASS4,-0.05417571,Thyroid,TCGA
CDH8,0.079884016,Thyroid,TCGA
HSPB1,0.035335059,Thyroid,TCGA
AJAP1,0.043663158,Thyroid,TCGA
PRNP,-0.051175022,Thyroid,TCGA
PEAK1,0.206995704,Thyroid,TCGA
LPXN,0.136461589,Thyroid,TCGA
LIMS2,0.075138697,Thyroid,TCGA
LIMS1,0.019854072,Thyroid,TCGA
ARHGEF2,0.208813737,Thyroid,TCGA
CDH2,-0.049600541,Thyroid,TCGA
ACTB,-0.143198595,Thyroid,TCGA
STARD13,0.061821894,Thyroid,TCGA
JUP,-0.086072019,Thyroid,TCGA
CTNND2,-0.052949993,Thyroid,TCGA
CTNND1,0.194639926,Thyroid,TCGA
TESK1,0.089967604,Thyroid,TCGA
TRPM7,0.330614498,Thyroid,TCGA
LIMK1,-0.062620287,Thyroid,TCGA
FER,0.169490184,Thyroid,TCGA
MAPK8IP3,0.740681934,Thyroid,TCGA
DLG1,0.131320524,Thyroid,TCGA
SPTLC1,0.100897065,Thyroid,TCGA
KCNH2,-0.068544701,Thyroid,TCGA
CIB2,-0.112787662,Thyroid,TCGA
CIB1,-0.085541818,Thyroid,TCGA
PTPN2,0.334149533,Thyroid,TCGA
PTPN1,-0.008115594,Thyroid,TCGA
PTPN6,0.098727548,Thyroid,TCGA
OSTF1,-0.065779074,Thyroid,TCGA
DLG5,0.118770428,Thyroid,TCGA
INPP5D,-0.010314127,Thyroid,TCGA
PXN,0.099104467,Thyroid,TCGA
THY1,0.012299902,Thyroid,TCGA
MMP14,-0.021460214,Thyroid,TCGA
HRAS,-0.052978429,Thyroid,TCGA
FLNB,0.104740194,Thyroid,TCGA
CDH22,0.048888791,Thyroid,TCGA
LPP,0.009158042,Thyroid,TCGA
PSEN1,0.015123897,Thyroid,TCGA
NUMB,0.309573072,Thyroid,TCGA
HAX1,-0.09685717,Thyroid,TCGA
GIT1,0.080423982,Thyroid,TCGA
GIT2,0.171597549,Thyroid,TCGA
DEF6,0.115936111,Thyroid,TCGA
RHOU,0.01244945,Thyroid,TCGA
RHOA,-0.172142271,Thyroid,TCGA
CTTN,0.097966876,Thyroid,TCGA
ENG,0.048808272,Thyroid,TCGA
TLN1,0.006859748,Thyroid,TCGA
SDC1,-0.264545293,Thyroid,TCGA
SDC4,0.043769368,Thyroid,TCGA
EXOC3,0.085240307,Thyroid,TCGA
ANK3,0.091156785,Thyroid,TCGA
SSH1,0.154827307,Thyroid,TCGA
RAVER1,0.101746142,Thyroid,TCGA
CBL,0.066601023,Thyroid,TCGA
NCK2,0.196441296,Thyroid,TCGA
MPP7,0.028029491,Thyroid,TCGA
CORO2A,0.057807453,Thyroid,TCGA
CSNK2A1,0.041757331,Thyroid,TCGA
ITGB1BP1,0.059726997,Thyroid,TCGA
RAC1,-0.116402747,Thyroid,TCGA
VCL,0.058503692,Thyroid,TCGA
ILKAP,0.279690839,Thyroid,TCGA
DBN1,-0.160121061,Thyroid,TCGA
ZFYVE21,0.224337938,Thyroid,TCGA
PTK2,0.183925876,Thyroid,TCGA
ITGB3BP,0.18399524,Thyroid,TCGA
FBLIM1,0.026565852,Thyroid,TCGA
RNF5,-0.039090207,Thyroid,TCGA
ACTR3,-0.134312966,Thyroid,TCGA
NUDT16L1,-0.031612376,Thyroid,TCGA
NISCH,0.283089674,Thyroid,TCGA
CRK,-0.06661728,Thyroid,TCGA
CSNK1E,0.262017785,Thyroid,TCGA
SRC,0.128015922,Thyroid,TCGA
TNS1,0.106213378,Thyroid,TCGA
TJP2,0.114077855,Thyroid,TCGA
TJP1,0.095924255,Thyroid,TCGA
SLC3A2,0.06979711,Thyroid,TCGA
FSCN1,-0.018109785,Thyroid,TCGA
CD151,-0.008622817,Thyroid,TCGA
IRS1,0.083935808,Thyroid,TCGA
TRPV4,-0.058880323,Thyroid,TCGA
SDCBP,-0.099622664,Thyroid,TCGA
ARHGEF12,0.051102328,Thyroid,TCGA
MYOM1,0.239194651,Thyroid,TCGA
CORO1B,0.091513057,Thyroid,TCGA
WASF2,0.07464864,Thyroid,TCGA
CTNNB1,-0.112017455,Thyroid,TCGA
FABP3,0.032741765,Thyroid,TCGA
MACF1,0.143199254,Thyroid,TCGA
MSN,0.051484298,Thyroid,TCGA
CDC42,-0.117401817,Thyroid,TCGA
TRIO,0.088326042,Thyroid,TCGA
SLC16A3,-0.131684633,Thyroid,TCGA
ARHGAP32,0.141700437,Thyroid,TCGA
ARHGAP35,-0.016143658,Thyroid,TCGA
TES,-0.000451515,Thyroid,TCGA
MARCKS,-0.052080511,Thyroid,TCGA
LMO7,0.194209648,Thyroid,TCGA
NME1,-0.182466904,Thyroid,TCGA
EPB41,0.031303079,Thyroid,TCGA
TIAM1,0.031342811,Thyroid,TCGA
PDZD2,0.085334956,Thyroid,TCGA
NF2,-0.15780187,Thyroid,TCGA
LASP1,0.009247688,Thyroid,TCGA
TRPC4,0.158911818,Thyroid,TCGA
DYNC1H1,-0.02218669,Thyroid,TCGA
LIMA1,0.088155937,Thyroid,TCGA
CASP3,0.162970652,Thyroid,TCGA
CASP8,0.277592517,Thyroid,TCGA
AKT1,0.185894274,Thyroid,TCGA
PKP4,0.186999272,Thyroid,TCGA
ELMO1,0.022864199,Thyroid,TCGA
SMPX,-0.148901372,Thyroid,TCGA
ANKRD28,0.117459656,Thyroid,TCGA
PLCG1,0.561853822,Thyroid,TCGA
INPPL1,0.265154553,Thyroid,TCGA
EGFR,0.041620611,Thyroid,TCGA
ARHGEF6,0.071631032,Thyroid,TCGA
ARHGEF7,0.483807235,Thyroid,TCGA
CDH9,-0.155159032,Thyroid,TCGA
CDH1,-0.017903409,Thyroid,TCGA
CDH3,0.007133653,Thyroid,TCGA
CDH5,0.152203562,Thyroid,TCGA
CDH4,-0.011370005,Thyroid,TCGA
CDH7,-0.031491734,Thyroid,TCGA
CDH6,-0.060513069,Thyroid,TCGA
RACGAP1,0.004792794,Thyroid,TCGA
KEAP1,-0.053737353,Thyroid,TCGA
NEXN,0.104191387,Thyroid,TCGA
ENAH,0.074076749,Thyroid,TCGA
ECT2,0.002203496,Thyroid,TCGA
PLEC,-0.019220449,Thyroid,TCGA
MYO7A,0.079065037,Thyroid,TCGA
CSRP1,0.063434339,Thyroid,TCGA
BCAR1,0.031596638,Thyroid,TCGA
BCAR3,-0.09053131,Thyroid,TCGA
DNM2,0.257768998,Thyroid,TCGA
CFL1,-0.214046459,Thyroid,TCGA
PLAUR,-0.048696603,Thyroid,TCGA
AKAP5,0.062772847,Thyroid,TCGA
SHC1,0.112889997,Thyroid,TCGA
PTEN,-0.131524077,Thyroid,TCGA
KTN1,0.091991221,Thyroid,TCGA
PTPRU,-0.057498379,Thyroid,TCGA
PTPRT,-0.031927755,Thyroid,TCGA
PTPRF,0.019719884,Thyroid,TCGA
PTPRA,0.042265578,Thyroid,TCGA
PTPRO,-0.034085764,Thyroid,TCGA
PTPRM,0.214059914,Thyroid,TCGA
PTPRK,0.00251856,Thyroid,TCGA
PTPRJ,0.02063632,Thyroid,TCGA
PTPRH,-0.04051038,Thyroid,TCGA
VIM,0.018561416,Thyroid,TCGA
