adhesome_gene,lncRNA,corr,condition
PABPC1,PCAT1,0.304472153,TCGA
DLC1,PCAT1,-0.06810245,TCGA
SH2B1,PCAT1,-0.044168819,TCGA
WIPF2,PCAT1,0.094766015,TCGA
PPM1F,PCAT1,-0.071656723,TCGA
PPM1M,PCAT1,0.003707145,TCGA
ZYX,PCAT1,0.121515426,TCGA
PPP2CA,PCAT1,0.011676497,TCGA
ARPC2,PCAT1,0.176881195,TCGA
ARHGAP12,PCAT1,-0.055880624,TCGA
PALLD,PCAT1,0.004497754,TCGA
PDPK1,PCAT1,0.005546551,TCGA
PTK2B,PCAT1,-0.04807867,TCGA
IQGAP1,PCAT1,0.112953051,TCGA
RNF185,PCAT1,0.014431246,TCGA
PARVA,PCAT1,0.142499686,TCGA
TRIOBP,PCAT1,0.067766612,TCGA
CSK,PCAT1,0.083448486,TCGA
SH3BP1,PCAT1,0.085034057,TCGA
MAGI1,PCAT1,0.087616983,TCGA
TSPAN1,PCAT1,0.155397485,TCGA
HSPA2,PCAT1,-0.02318659,TCGA
SHROOM3,PCAT1,0.144089837,TCGA
VASP,PCAT1,0.132701789,TCGA
CEACAM1,PCAT1,0.117663267,TCGA
ADD1,PCAT1,-0.123348015,TCGA
LDB3,PCAT1,-0.01167129,TCGA
MYH9,PCAT1,0.111399318,TCGA
PIP5K1C,PCAT1,0.002203588,TCGA
CAPN2,PCAT1,0.014913474,TCGA
CAPN1,PCAT1,0.179684875,TCGA
PARVB,PCAT1,0.081321759,TCGA
ARVCF,PCAT1,-0.055286494,TCGA
STAT3,PCAT1,0.096477843,TCGA
PDE4D,PCAT1,-0.029796628,TCGA
CD2AP,PCAT1,0.199364638,TCGA
ITGA8,XIST,0.222452538,TCGA
ITGA9,XIST,0.128833327,TCGA
ITGA1,XIST,0.148807215,TCGA
ITGA2,XIST,0.139449264,TCGA
ITGA3,XIST,0.020014386,TCGA
ITGA4,XIST,0.090908211,TCGA
ITGA5,XIST,-0.095195149,TCGA
ITGA6,XIST,0.003266884,TCGA
ITGA7,XIST,0.149153108,TCGA
ITGAX,XIST,0.102647485,TCGA
ITGAV,XIST,0.154381798,TCGA
ITGAL,XIST,0.090628036,TCGA
ITGAM,XIST,0.06495093,TCGA
ITGAD,XIST,0.071459923,TCGA
ITGAE,XIST,-0.05191808,TCGA
PTPN12,XIST,0.066101517,TCGA
PTPN11,XIST,0.192765361,TCGA
PTPN14,XIST,-0.040765972,TCGA
SH3KBP1,XIST,-0.056465585,TCGA
SORBS1,XIST,0.140634232,TCGA
SORBS3,XIST,0.085814117,TCGA
SORBS2,XIST,0.266469209,TCGA
ADAM10,XIST,0.104993832,TCGA
ADAM12,XIST,-0.085446819,TCGA
NDEL1,XIST,0.0263731,TCGA
ABI2,XIST,0.261552373,TCGA
ABI3,XIST,0.037372935,TCGA
ABI1,XIST,-0.013767321,TCGA
SRCIN1,XIST,0.28365052,TCGA
RASA1,XIST,0.309394107,TCGA
ACTN4,XIST,-0.185167084,TCGA
EZR,XIST,0.032491609,TCGA
SIPA1L3,XIST,-0.012627776,TCGA
PPFIA1,XIST,0.12824251,TCGA
RAPGEF1,XIST,0.057301659,TCGA
RAPGEF2,XIST,0.328972971,TCGA
TUBA1B,XIST,-0.305033034,TCGA
CALR,XIST,-0.241200566,TCGA
PFN1,XIST,-0.344662577,TCGA
SSX2IP,XIST,0.003585699,TCGA
CYTH2,XIST,0.193683593,TCGA
CDH20,XIST,0.023297188,TCGA
CDH24,XIST,0.017535031,TCGA
FAT1,XIST,0.021703698,TCGA
SOS1,XIST,0.102265508,TCGA
CBLL1,XIST,0.041883879,TCGA
KRIT1,XIST,0.302042223,TCGA
SCRIB,XIST,-0.174253495,TCGA
LYN,XIST,-0.019069549,TCGA
VAV1,XIST,-0.015347,TCGA
VAV3,XIST,0.076321093,TCGA
VAV2,XIST,0.106312039,TCGA
FERMT2,XIST,0.125650432,TCGA
FERMT3,XIST,-0.065677339,TCGA
FERMT1,XIST,-0.036601547,TCGA
CRKL,XIST,0.055479408,TCGA
NRP1,XIST,0.138941618,TCGA
NRP2,XIST,0.062015294,TCGA
AGAP2,XIST,0.137671149,TCGA
ROCK1,XIST,0.194213725,TCGA
PLD1,XIST,-0.066716756,TCGA
DOCK1,XIST,0.280307222,TCGA
ITGB1,XIST,-0.008682603,TCGA
ITGB3,XIST,0.091281917,TCGA
ITGB2,XIST,-0.0411882,TCGA
ITGB5,XIST,-0.110380342,TCGA
ITGB4,XIST,-0.085627227,TCGA
ITGB7,XIST,-0.008903896,TCGA
ITGB6,XIST,0.0138237,TCGA
ITGB8,XIST,0.017840582,TCGA
ITGA10,XIST,0.286999406,TCGA
ITGA11,XIST,-0.059914066,TCGA
LRP1,XIST,0.057740444,TCGA
SIRPA,XIST,-0.037167133,TCGA
TGFB1I1,XIST,-0.019733937,TCGA
SHARPIN,XIST,-0.237765255,TCGA
CAPZA1,XIST,-0.100240741,TCGA
LIN7A,XIST,0.190609052,TCGA
PVR,XIST,-0.172177871,TCGA
MAPK1,XIST,0.136844846,TCGA
MAPK8,XIST,0.22254234,TCGA
NEDD9,XIST,0.141944945,TCGA
DIAPH1,XIST,-0.05205095,TCGA
PARD3,XIST,-0.120206803,TCGA
CDH11,XIST,0.046720296,TCGA
CDH10,XIST,-0.005569791,TCGA
CDH12,XIST,-0.120105602,TCGA
CDH15,XIST,-0.130813503,TCGA
CDH19,XIST,-0.037389965,TCGA
CDH18,XIST,-0.047128132,TCGA
ABL1,XIST,0.153313569,TCGA
VEZT,XIST,0.258444431,TCGA
ADAM9,XIST,0.018357725,TCGA
PRKD1,XIST,0.151658516,TCGA
LAYN,XIST,0.000668793,TCGA
HEG1,XIST,0.199475851,TCGA
FHL2,XIST,-0.140027713,TCGA
FLNA,XIST,-0.111732602,TCGA
CTNNA1,XIST,0.090139763,TCGA
CTNNA2,XIST,-0.087098556,TCGA
CTNNA3,XIST,0.097018263,TCGA
SYNM,XIST,0.145730178,TCGA
GAB1,XIST,0.218092628,TCGA
ASAP2,XIST,0.086328372,TCGA
ASAP3,XIST,0.048467662,TCGA
ARHGAP21,XIST,0.114323808,TCGA
ARHGAP26,XIST,0.111549789,TCGA
ARHGAP24,XIST,0.15976351,TCGA
PKD1,XIST,0.161853776,TCGA
PRKACA,XIST,-0.031679696,TCGA
GNA12,XIST,-0.061047768,TCGA
RAP1A,XIST,0.086342788,TCGA
INSR,XIST,0.224777824,TCGA
SPTBN1,XIST,0.154688459,TCGA
ACTN1,XIST,-0.156406853,TCGA
TRIP6,XIST,-0.153472869,TCGA
CAV1,XIST,0.021086246,TCGA
SVIL,XIST,0.102863203,TCGA
MET,XIST,0.02563584,TCGA
CASS4,XIST,0.03413314,TCGA
CDH8,XIST,0.109394771,TCGA
HSPB1,XIST,-0.214999641,TCGA
AJAP1,XIST,0.103598007,TCGA
PRNP,XIST,0.027571421,TCGA
PEAK1,XIST,0.194915744,TCGA
LPXN,XIST,0.07908846,TCGA
LIMS2,XIST,0.099778891,TCGA
LIMS1,XIST,-0.095437729,TCGA
ARHGEF2,XIST,0.036794408,TCGA
CDH2,XIST,0.083637917,TCGA
ACTB,XIST,-0.257649369,TCGA
STARD13,XIST,0.254842532,TCGA
JUP,XIST,-0.149146292,TCGA
CTNND2,XIST,0.088810872,TCGA
CTNND1,XIST,0.075714976,TCGA
TESK1,XIST,-0.086328141,TCGA
TRPM7,XIST,0.275471328,TCGA
LIMK1,XIST,-0.110753232,TCGA
FER,XIST,0.281114074,TCGA
MAPK8IP3,XIST,0.364227002,TCGA
DLG1,XIST,0.127176382,TCGA
SPTLC1,XIST,0.03838401,TCGA
KCNH2,XIST,-0.056119843,TCGA
CIB2,XIST,-0.142503998,TCGA
CIB1,XIST,-0.052013786,TCGA
PTPN2,XIST,-0.037774425,TCGA
PTPN1,XIST,-0.051490307,TCGA
PTPN6,XIST,0.007676143,TCGA
OSTF1,XIST,-0.017460603,TCGA
DLG5,XIST,0.182627223,TCGA
INPP5D,XIST,0.144856738,TCGA
PXN,XIST,-0.036941615,TCGA
THY1,XIST,0.001046504,TCGA
MMP14,XIST,-0.152088455,TCGA
HRAS,XIST,-0.097947885,TCGA
FLNB,XIST,0.056749856,TCGA
CDH22,XIST,0.080612577,TCGA
LPP,XIST,0.045001449,TCGA
PSEN1,XIST,0.053388959,TCGA
NUMB,XIST,0.140559366,TCGA
HAX1,XIST,-0.237512712,TCGA
GIT1,XIST,-0.04198971,TCGA
GIT2,XIST,0.223397972,TCGA
DEF6,XIST,0.002196945,TCGA
RHOU,XIST,0.158559909,TCGA
RHOA,XIST,-0.108578506,TCGA
CTTN,XIST,0.061208296,TCGA
ENG,XIST,0.033234199,TCGA
TLN1,XIST,-0.011872539,TCGA
SDC1,XIST,-0.068623772,TCGA
SDC4,XIST,0.06832515,TCGA
EXOC3,XIST,0.010166283,TCGA
ANK3,XIST,0.2443148,TCGA
SSH1,XIST,0.129904179,TCGA
RAVER1,XIST,-0.137930557,TCGA
CBL,XIST,0.171666695,TCGA
NCK2,XIST,-0.010588376,TCGA
MPP7,XIST,0.045049493,TCGA
CORO2A,XIST,0.051233576,TCGA
CSNK2A1,XIST,-0.108937131,TCGA
ITGB1BP1,XIST,-0.118605612,TCGA
RAC1,XIST,-0.193270108,TCGA
VCL,XIST,-0.037016151,TCGA
ILKAP,XIST,0.092920104,TCGA
DBN1,XIST,-0.145667581,TCGA
ZFYVE21,XIST,0.150317916,TCGA
PTK2,XIST,0.025652621,TCGA
ITGB3BP,XIST,-0.000385897,TCGA
FBLIM1,XIST,-0.152590976,TCGA
RNF5,XIST,-0.148549481,TCGA
ACTR3,XIST,-0.194972907,TCGA
NUDT16L1,XIST,-0.007848189,TCGA
NISCH,XIST,0.298329293,TCGA
CRK,XIST,0.052944917,TCGA
CSNK1E,XIST,0.067915735,TCGA
SRC,XIST,-0.060801665,TCGA
TNS1,XIST,0.139041913,TCGA
TJP2,XIST,0.144569783,TCGA
TJP1,XIST,0.189327416,TCGA
SLC3A2,XIST,-0.130275624,TCGA
FSCN1,XIST,-0.245733449,TCGA
CD151,XIST,-0.069011991,TCGA
IRS1,XIST,0.073411386,TCGA
TRPV4,XIST,-0.154485227,TCGA
SDCBP,XIST,-0.076961811,TCGA
ARHGEF12,XIST,0.273994239,TCGA
MYOM1,XIST,0.155874135,TCGA
CORO1B,XIST,-0.156537897,TCGA
WASF2,XIST,-0.073907803,TCGA
CTNNB1,XIST,0.071349799,TCGA
FABP3,XIST,-0.128811633,TCGA
MACF1,XIST,0.255241059,TCGA
MSN,XIST,-0.027432517,TCGA
CDC42,XIST,-0.121190134,TCGA
TRIO,XIST,0.100524455,TCGA
SLC16A3,XIST,-0.15350423,TCGA
ARHGAP32,XIST,0.134378315,TCGA
ARHGAP35,XIST,0.135994037,TCGA
TES,XIST,0.018879657,TCGA
MARCKS,XIST,-0.010535937,TCGA
LMO7,XIST,0.072225652,TCGA
NME1,XIST,-0.290464211,TCGA
EPB41,XIST,0.146940902,TCGA
TIAM1,XIST,0.153286154,TCGA
PDZD2,XIST,0.092603102,TCGA
NF2,XIST,-0.022283094,TCGA
LASP1,XIST,-0.02372612,TCGA
TRPC4,XIST,0.176584589,TCGA
DYNC1H1,XIST,0.132414691,TCGA
LIMA1,XIST,0.125275432,TCGA
CASP3,XIST,-0.030295621,TCGA
CASP8,XIST,-0.017678277,TCGA
AKT1,XIST,-0.030233255,TCGA
PKP4,XIST,0.224489311,TCGA
ELMO1,XIST,0.194259134,TCGA
SMPX,XIST,-0.208444363,TCGA
ANKRD28,XIST,0.171316366,TCGA
PLCG1,XIST,0.220026869,TCGA
INPPL1,XIST,-0.003328156,TCGA
EGFR,XIST,0.097147651,TCGA
ARHGEF6,XIST,0.212217357,TCGA
ARHGEF7,XIST,0.249844505,TCGA
CDH9,XIST,0.059060474,TCGA
CDH1,XIST,0.031062919,TCGA
CDH3,XIST,-0.082598081,TCGA
CDH5,XIST,0.201472132,TCGA
CDH4,XIST,0.21860662,TCGA
CDH7,XIST,0.059807075,TCGA
CDH6,XIST,0.048611951,TCGA
RACGAP1,XIST,-0.216515037,TCGA
KEAP1,XIST,-0.133123532,TCGA
NEXN,XIST,0.010941789,TCGA
ENAH,XIST,-0.019566498,TCGA
ECT2,XIST,-0.173394723,TCGA
PLEC,XIST,-0.099419514,TCGA
MYO7A,XIST,0.072185009,TCGA
CSRP1,XIST,-0.037823199,TCGA
BCAR1,XIST,-0.014273912,TCGA
BCAR3,XIST,0.024874613,TCGA
DNM2,XIST,-0.075892651,TCGA
CFL1,XIST,-0.342604285,TCGA
PLAUR,XIST,-0.185181083,TCGA
AKAP5,XIST,0.211188849,TCGA
SHC1,XIST,-0.071869822,TCGA
PTEN,XIST,0.119519234,TCGA
KTN1,XIST,0.229101559,TCGA
PTPRU,XIST,-0.043517216,TCGA
PTPRT,XIST,0.102483813,TCGA
PTPRF,XIST,-0.062101261,TCGA
PTPRA,XIST,0.129413941,TCGA
PTPRO,XIST,0.063669398,TCGA
PTPRM,XIST,0.27141004,TCGA
PTPRK,XIST,0.054972847,TCGA
PTPRJ,XIST,0.1451346,TCGA
PTPRH,XIST,-0.079088662,TCGA
VIM,XIST,-1.18E-05,TCGA
RDX,XIST,0.106590816,TCGA
WASL,XIST,0.116020129,TCGA
PIK3CA,XIST,0.118356274,TCGA
ARF1,XIST,-0.204586015,TCGA
ARF6,XIST,-0.06640528,TCGA
CLIP1,XIST,0.210873213,TCGA
CD47,XIST,-0.020999915,TCGA
PAK1,XIST,0.022799577,TCGA
FYN,XIST,0.129059298,TCGA
ARHGAP5,XIST,0.218584526,TCGA
GRB2,XIST,0.018427839,TCGA
GRB7,XIST,-0.113496893,TCGA
ACP1,XIST,-0.127674033,TCGA
PRKCA,XIST,0.013902518,TCGA
PRKCD,XIST,0.016299174,TCGA
SYK,XIST,0.026403256,TCGA
ILK,XIST,-0.112441673,TCGA
PLEKHA7,XIST,0.135390486,TCGA
MYH10,XIST,0.070256625,TCGA
CGNL1,XIST,0.238394405,TCGA
SLC9A1,XIST,-0.076560738,TCGA
MYO6,XIST,0.216816836,TCGA
PABPC1,XIST,-0.213651075,TCGA
DLC1,XIST,0.227606702,TCGA
SH2B1,XIST,0.292614428,TCGA
WIPF2,XIST,0.097110362,TCGA
PPM1F,XIST,0.117111086,TCGA
PPM1M,XIST,0.114764557,TCGA
ZYX,XIST,-0.226867387,TCGA
PPP2CA,XIST,0.065553696,TCGA
ARPC2,XIST,-0.270041213,TCGA
ARHGAP12,XIST,0.30089755,TCGA
PALLD,XIST,0.091112997,TCGA
PDPK1,XIST,0.228675495,TCGA
PTK2B,XIST,0.173228453,TCGA
IQGAP1,XIST,0.048743301,TCGA
RNF185,XIST,0.072281494,TCGA
PARVA,XIST,-0.051099328,TCGA
TRIOBP,XIST,0.039622466,TCGA
CSK,XIST,-0.168683031,TCGA
SH3BP1,XIST,-0.168472336,TCGA
MAGI1,XIST,0.246068294,TCGA
TSPAN1,XIST,0.081324242,TCGA
HSPA2,XIST,-0.063689445,TCGA
SHROOM3,XIST,0.037812305,TCGA
VASP,XIST,-0.130577123,TCGA
CEACAM1,XIST,-0.034429318,TCGA
ADD1,XIST,0.216064929,TCGA
LDB3,XIST,0.153534618,TCGA
MYH9,XIST,-0.085814502,TCGA
PIP5K1C,XIST,0.058785218,TCGA
CAPN2,XIST,0.025428663,TCGA
CAPN1,XIST,-0.205237082,TCGA
PARVB,XIST,-0.17910221,TCGA
ARVCF,XIST,0.244093774,TCGA
STAT3,XIST,0.019903522,TCGA
PDE4D,XIST,0.148885989,TCGA
CD2AP,XIST,0.044052952,TCGA
ITGA8,KCNQ1OT1,0.141316423,TCGA
ITGA9,KCNQ1OT1,0.17346864,TCGA
ITGA1,KCNQ1OT1,0.164603918,TCGA
ITGA2,KCNQ1OT1,-0.069578741,TCGA
ITGA3,KCNQ1OT1,0.067775825,TCGA
ITGA4,KCNQ1OT1,0.124720141,TCGA
ITGA5,KCNQ1OT1,0.040039506,TCGA
ITGA6,KCNQ1OT1,-0.03803824,TCGA
ITGA7,KCNQ1OT1,0.138491271,TCGA
ITGAX,KCNQ1OT1,0.030193446,TCGA
ITGAV,KCNQ1OT1,0.004713037,TCGA
ITGAL,KCNQ1OT1,-0.03811746,TCGA
ITGAM,KCNQ1OT1,-0.031992178,TCGA
ITGAD,KCNQ1OT1,0.021743764,TCGA
ITGAE,KCNQ1OT1,-0.100447689,TCGA
PTPN12,KCNQ1OT1,0.224289163,TCGA
PTPN11,KCNQ1OT1,0.021666674,TCGA
PTPN14,KCNQ1OT1,0.293670952,TCGA
SH3KBP1,KCNQ1OT1,0.161893959,TCGA
SORBS1,KCNQ1OT1,0.138837039,TCGA
SORBS3,KCNQ1OT1,0.086214558,TCGA
SORBS2,KCNQ1OT1,0.079491305,TCGA
ADAM10,KCNQ1OT1,0.096391419,TCGA
ADAM12,KCNQ1OT1,0.100992729,TCGA
NDEL1,KCNQ1OT1,0.114099168,TCGA
ABI2,KCNQ1OT1,0.272101727,TCGA
ABI3,KCNQ1OT1,-0.069506698,TCGA
ABI1,KCNQ1OT1,0.05423576,TCGA
SRCIN1,KCNQ1OT1,0.062297353,TCGA
RASA1,KCNQ1OT1,0.080026722,TCGA
ACTN4,KCNQ1OT1,0.239981261,TCGA
EZR,KCNQ1OT1,-0.020445303,TCGA
SIPA1L3,KCNQ1OT1,0.278290306,TCGA
PPFIA1,KCNQ1OT1,0.216736643,TCGA
RAPGEF1,KCNQ1OT1,0.052905537,TCGA
RAPGEF2,KCNQ1OT1,0.116147361,TCGA
TUBA1B,KCNQ1OT1,0.054885908,TCGA
CALR,KCNQ1OT1,0.051566503,TCGA
PFN1,KCNQ1OT1,0.052804126,TCGA
SSX2IP,KCNQ1OT1,0.123743813,TCGA
CYTH2,KCNQ1OT1,0.103162177,TCGA
CDH20,KCNQ1OT1,0.068579267,TCGA
CDH24,KCNQ1OT1,0.142531452,TCGA
FAT1,KCNQ1OT1,0.048288526,TCGA
SOS1,KCNQ1OT1,0.38146993,TCGA
CBLL1,KCNQ1OT1,0.256165565,TCGA
KRIT1,KCNQ1OT1,0.313355527,TCGA
SCRIB,KCNQ1OT1,0.151077338,TCGA
LYN,KCNQ1OT1,0.046133864,TCGA
VAV1,KCNQ1OT1,-0.009283881,TCGA
VAV3,KCNQ1OT1,-0.016913572,TCGA
VAV2,KCNQ1OT1,-0.005043198,TCGA
FERMT2,KCNQ1OT1,0.181519695,TCGA
FERMT3,KCNQ1OT1,-0.058931597,TCGA
FERMT1,KCNQ1OT1,-0.039583503,TCGA
CRKL,KCNQ1OT1,-0.004909908,TCGA
NRP1,KCNQ1OT1,0.122364346,TCGA
NRP2,KCNQ1OT1,0.072998001,TCGA
AGAP2,KCNQ1OT1,-0.074628981,TCGA
ROCK1,KCNQ1OT1,0.214551319,TCGA
PLD1,KCNQ1OT1,-0.012468236,TCGA
DOCK1,KCNQ1OT1,0.135338431,TCGA
ITGB1,KCNQ1OT1,0.158257581,TCGA
ITGB3,KCNQ1OT1,0.108976423,TCGA
ITGB2,KCNQ1OT1,-0.086400092,TCGA
ITGB5,KCNQ1OT1,0.101161709,TCGA
ITGB4,KCNQ1OT1,0.046049474,TCGA
ITGB7,KCNQ1OT1,-0.0094893,TCGA
ITGB6,KCNQ1OT1,0.011284915,TCGA
ITGB8,KCNQ1OT1,0.185856661,TCGA
ITGA10,KCNQ1OT1,0.171837402,TCGA
ITGA11,KCNQ1OT1,0.197035267,TCGA
LRP1,KCNQ1OT1,0.101160472,TCGA
SIRPA,KCNQ1OT1,-0.025328238,TCGA
TGFB1I1,KCNQ1OT1,0.228236164,TCGA
SHARPIN,KCNQ1OT1,0.120334764,TCGA
CAPZA1,KCNQ1OT1,0.097817641,TCGA
LIN7A,KCNQ1OT1,-0.0352216,TCGA
PVR,KCNQ1OT1,0.058332494,TCGA
MAPK1,KCNQ1OT1,0.005602275,TCGA
MAPK8,KCNQ1OT1,0.273255807,TCGA
NEDD9,KCNQ1OT1,0.11571904,TCGA
DIAPH1,KCNQ1OT1,0.059920973,TCGA
PARD3,KCNQ1OT1,0.139423743,TCGA
CDH11,KCNQ1OT1,0.20336875,TCGA
CDH10,KCNQ1OT1,0.030170364,TCGA
CDH12,KCNQ1OT1,0.161943928,TCGA
CDH15,KCNQ1OT1,0.047908902,TCGA
CDH19,KCNQ1OT1,-0.000969969,TCGA
CDH18,KCNQ1OT1,0.089783344,TCGA
ABL1,KCNQ1OT1,0.152823196,TCGA
VEZT,KCNQ1OT1,0.095171402,TCGA
ADAM9,KCNQ1OT1,-0.002815869,TCGA
PRKD1,KCNQ1OT1,0.122583685,TCGA
LAYN,KCNQ1OT1,0.157267333,TCGA
HEG1,KCNQ1OT1,0.095413363,TCGA
FHL2,KCNQ1OT1,0.129680055,TCGA
FLNA,KCNQ1OT1,0.118271857,TCGA
CTNNA1,KCNQ1OT1,0.074022844,TCGA
CTNNA2,KCNQ1OT1,0.123555221,TCGA
CTNNA3,KCNQ1OT1,0.108730594,TCGA
SYNM,KCNQ1OT1,-0.056640724,TCGA
GAB1,KCNQ1OT1,0.058899772,TCGA
ASAP2,KCNQ1OT1,0.19083735,TCGA
ASAP3,KCNQ1OT1,0.084313626,TCGA
ARHGAP21,KCNQ1OT1,0.128338231,TCGA
ARHGAP26,KCNQ1OT1,0.252489902,TCGA
ARHGAP24,KCNQ1OT1,0.000990101,TCGA
PKD1,KCNQ1OT1,0.285153017,TCGA
PRKACA,KCNQ1OT1,0.154253609,TCGA
GNA12,KCNQ1OT1,0.013466653,TCGA
RAP1A,KCNQ1OT1,0.029897483,TCGA
INSR,KCNQ1OT1,0.226192024,TCGA
SPTBN1,KCNQ1OT1,0.042039432,TCGA
ACTN1,KCNQ1OT1,0.149313738,TCGA
TRIP6,KCNQ1OT1,-0.023942343,TCGA
CAV1,KCNQ1OT1,-0.083507816,TCGA
SVIL,KCNQ1OT1,0.128567276,TCGA
MET,KCNQ1OT1,-0.035820439,TCGA
CASS4,KCNQ1OT1,0.100179047,TCGA
CDH8,KCNQ1OT1,0.039072257,TCGA
HSPB1,KCNQ1OT1,0.011218632,TCGA
AJAP1,KCNQ1OT1,0.080415774,TCGA
PRNP,KCNQ1OT1,-0.072607925,TCGA
PEAK1,KCNQ1OT1,0.30419511,TCGA
LPXN,KCNQ1OT1,-0.034632931,TCGA
LIMS2,KCNQ1OT1,0.17045692,TCGA
LIMS1,KCNQ1OT1,0.250356724,TCGA
ARHGEF2,KCNQ1OT1,0.236795305,TCGA
CDH2,KCNQ1OT1,0.129694959,TCGA
ACTB,KCNQ1OT1,0.051110989,TCGA
STARD13,KCNQ1OT1,0.129446836,TCGA
JUP,KCNQ1OT1,0.069018649,TCGA
CTNND2,KCNQ1OT1,0.003137878,TCGA
CTNND1,KCNQ1OT1,0.158675766,TCGA
TESK1,KCNQ1OT1,0.226824005,TCGA
TRPM7,KCNQ1OT1,0.206090484,TCGA
LIMK1,KCNQ1OT1,0.057762756,TCGA
FER,KCNQ1OT1,0.084278922,TCGA
MAPK8IP3,KCNQ1OT1,0.258063223,TCGA
DLG1,KCNQ1OT1,0.183967642,TCGA
SPTLC1,KCNQ1OT1,0.064335642,TCGA
KCNH2,KCNQ1OT1,0.262771941,TCGA
CIB2,KCNQ1OT1,0.088943173,TCGA
CIB1,KCNQ1OT1,-0.103773467,TCGA
PTPN2,KCNQ1OT1,0.180059365,TCGA
PTPN1,KCNQ1OT1,0.062062252,TCGA
PTPN6,KCNQ1OT1,0.034902723,TCGA
OSTF1,KCNQ1OT1,-0.268387511,TCGA
DLG5,KCNQ1OT1,0.112486809,TCGA
INPP5D,KCNQ1OT1,0.012760994,TCGA
PXN,KCNQ1OT1,0.147321478,TCGA
THY1,KCNQ1OT1,0.178203155,TCGA
MMP14,KCNQ1OT1,-0.004120323,TCGA
HRAS,KCNQ1OT1,-0.193033485,TCGA
FLNB,KCNQ1OT1,0.027814025,TCGA
CDH22,KCNQ1OT1,0.104124142,TCGA
LPP,KCNQ1OT1,0.366070715,TCGA
PSEN1,KCNQ1OT1,0.044655931,TCGA
NUMB,KCNQ1OT1,0.23563897,TCGA
HAX1,KCNQ1OT1,0.108132902,TCGA
GIT1,KCNQ1OT1,0.032832296,TCGA
GIT2,KCNQ1OT1,0.16397312,TCGA
DEF6,KCNQ1OT1,-0.068060121,TCGA
RHOU,KCNQ1OT1,0.162250173,TCGA
RHOA,KCNQ1OT1,0.039291854,TCGA
CTTN,KCNQ1OT1,0.021027184,TCGA
ENG,KCNQ1OT1,0.11000291,TCGA
TLN1,KCNQ1OT1,0.237917604,TCGA
SDC1,KCNQ1OT1,-0.145319035,TCGA
SDC4,KCNQ1OT1,-0.035085618,TCGA
EXOC3,KCNQ1OT1,0.000576943,TCGA
ANK3,KCNQ1OT1,0.092966867,TCGA
SSH1,KCNQ1OT1,0.228005836,TCGA
RAVER1,KCNQ1OT1,0.26376402,TCGA
CBL,KCNQ1OT1,0.24039287,TCGA
NCK2,KCNQ1OT1,0.231903386,TCGA
MPP7,KCNQ1OT1,0.141742546,TCGA
CORO2A,KCNQ1OT1,0.098153443,TCGA
CSNK2A1,KCNQ1OT1,0.292584288,TCGA
ITGB1BP1,KCNQ1OT1,0.017584329,TCGA
RAC1,KCNQ1OT1,0.035171231,TCGA
VCL,KCNQ1OT1,0.271391738,TCGA
ILKAP,KCNQ1OT1,-0.05533415,TCGA
DBN1,KCNQ1OT1,0.158888983,TCGA
ZFYVE21,KCNQ1OT1,0.000162258,TCGA
PTK2,KCNQ1OT1,0.213392391,TCGA
ITGB3BP,KCNQ1OT1,0.115368207,TCGA
FBLIM1,KCNQ1OT1,0.139085333,TCGA
RNF5,KCNQ1OT1,0.195721479,TCGA
ACTR3,KCNQ1OT1,0.122438308,TCGA
NUDT16L1,KCNQ1OT1,0.009707874,TCGA
NISCH,KCNQ1OT1,0.219610222,TCGA
CRK,KCNQ1OT1,0.097467135,TCGA
CSNK1E,KCNQ1OT1,0.054584514,TCGA
SRC,KCNQ1OT1,0.093963915,TCGA
TNS1,KCNQ1OT1,0.276185684,TCGA
TJP2,KCNQ1OT1,-0.051838844,TCGA
TJP1,KCNQ1OT1,0.176095129,TCGA
SLC3A2,KCNQ1OT1,-0.236301521,TCGA
FSCN1,KCNQ1OT1,0.006291963,TCGA
CD151,KCNQ1OT1,0.112875365,TCGA
IRS1,KCNQ1OT1,0.074126156,TCGA
TRPV4,KCNQ1OT1,0.04765275,TCGA
SDCBP,KCNQ1OT1,0.04938373,TCGA
ARHGEF12,KCNQ1OT1,0.15525006,TCGA
MYOM1,KCNQ1OT1,0.121638074,TCGA
CORO1B,KCNQ1OT1,0.045241237,TCGA
WASF2,KCNQ1OT1,0.169637124,TCGA
CTNNB1,KCNQ1OT1,0.048732695,TCGA
FABP3,KCNQ1OT1,0.138420449,TCGA
MACF1,KCNQ1OT1,0.10782352,TCGA
MSN,KCNQ1OT1,-0.021462273,TCGA
CDC42,KCNQ1OT1,0.059474509,TCGA
TRIO,KCNQ1OT1,0.225223627,TCGA
SLC16A3,KCNQ1OT1,0.028620335,TCGA
ARHGAP32,KCNQ1OT1,0.156840009,TCGA
ARHGAP35,KCNQ1OT1,0.08707279,TCGA
TES,KCNQ1OT1,0.121086777,TCGA
MARCKS,KCNQ1OT1,-0.062280492,TCGA
LMO7,KCNQ1OT1,0.142971765,TCGA
NME1,KCNQ1OT1,-0.054365184,TCGA
EPB41,KCNQ1OT1,0.215799392,TCGA
TIAM1,KCNQ1OT1,0.034147425,TCGA
PDZD2,KCNQ1OT1,0.261375224,TCGA
NF2,KCNQ1OT1,-0.022183765,TCGA
LASP1,KCNQ1OT1,0.080333801,TCGA
